,comment,num_likes
3147,아니 이상한 종교는 받지 마 안 그래도 힌두교인가 그거랑 교회 불교 쿵쾅 니스트도 짜증 나는데 아프가 뭐 너네 정치나 알라 대한민국에서 자기들 종교 주장할 새끼들임,0
3148,충격 전에 아프간 인이 테러하러 왔다가 쫓겨났다 적 있다라 이것도 충격인데 그런데 이런 걸 알면서 받아 들여야 한다고 고집을 꺾지 않는 정치 년들 푼 명 뭔가 있다,0
3149,이슬람 사람들이 어떤지나 아냐 법조차 지키지도 않고 죄의식조차 없는 무법자들을 왜 받아들여야 하는지 모르겠다 100 성범죄 저지를게 분명함,3
3150,저지를지 몰라 2000년대부터 유명했는데 알아보세요 여자들이 얼마나 당하고 살았는지 공장에서 공장에서 유명했죠 다른 나라도 그 짓거리했지만 저들이 더 악질이었어요,0
3151,유럽 교훈 잊었냐 무슬림 난민 받아서 그 자식들 테러하고 하는 거 못 봤냐 감성팔이 하다가 나라 개판 된다,0
3152,무슬림 난민 못 받아서 환장을 하네 저번에 제주도 그렇고 왜 이러냐 진짜,1
3153,인근 국가에 돈 주고 거기가 정착시켜라 지금까지 아프간에 처박은 돈이면 하고도 남는다 ,1
3154,우와 뻔뻔함이 진짜 넘사벽이다,59
3155,저거 아직 맛보기도 안 보인 겁니다 공단을 떠난 분들께 물어보시길 내 우즈베키스탄 다시 봅니다 하루 종일 놀고 떠들고 더 웃기는 건 회사는 그년들 편들고 조장 반장 마음고생하고 남자들은 구경만 하더군요 근데 필리핀 태국 애들 가만히 있는 애들에게 시비까지 걸더군요 이래서 중국보다 인도 인도 보다 더한 게 이슬람이라고 하는구나 싶었어요,1
3156,미쳤나 봐 뭘 검토해 난민 반대 ,1
3157,난민 받은 순간 50년 안에 우리나라 여자 히잡 쓰고 다닌다 ,1
3158,결국 종교가 세상을 망쳐버리네 이것이 세기말 국민청원 가야겠네 난민 절대 반대 나라도 좁아서 갈기 더 힘든데 누가 누굴 도와,0
3159,반대합니다 사원 짓고 코로나 시국에도 예배드리고 우리나라 교회도 문제지만 그들의 율법엔 대한민국은 없습니다,0
3160,근데 왠지 몇몇 댈 꼬올 듯,1
3161,회사에서 돈 벌어가도 난 난민 아닌 난민 수용 반대한다,0
3162,추방 추방,0
3163,아 제발 받지 마라 쌍,3
3164,자기들 나라를 지킬 생각을 해야지 남의 나라에서 기생하려고만 생각하네,17
3165,검토 중에 다 정리 되도록 천천히 검토,0
3166,늦네 일본 철수기 했는데 한국은 ,0
3167,말이 되는 소리를 지껄여라 우리나라가 난민을 왜 받냐,0
3168,이슬람 난민 큰일 난다 절대 수용 반대 큰일 난다 진짜,2
3169,대체 고위 공직자들은 어떻게 뽑힌 거냐 이슬람인들을 받겠다고 미쳐가는구나,1
3170,,3
3171,바이든 그냥 수용하는 곳도 만들지 말자,0
3172,솔직히 반대하는 입장인데 우리나라 개독 아멘들의 반대 논리도 영 이슬람 사원이 중요한가 난 세금만 축내고 쳐놀고 먹는 게 부당해서 그러고 다,0
3173,세울 거면 전라도 광주에다가 수용소 세우자 전라도 여자들 결혼시키고 ,0
3174,솔직히 저 사람들 지그 부모에 친척까지 다 데려오는데 수용 후엔 어떻게 하냐 쳐놀면서 밥만 축내겠군 제육볶음은 안 먹어 쇠고기 달라고 그러겠지 일정 기간 후에 이슬람 국가로 보내자 ,1
3175,이건 윗대가리들이 모여 탁상행정으로 정해야 할 문제가 아니다 대한민국 국민이 결정해야 할 문제다 근데 과연 우리나라 국민들이 허락할까 이걸 무시하고 윗대가리들이 몰래 허락해버린다면 자유민주주의가 아니지 ,0
3176,이슬람인은 타국의 법과 질서를 존중하지 않는다 오로지 코란만 부르짖으며 그 나라에 자기들 나라를 만들어 버린다 절대로 받으면 유럽처럼 혼란만 되풀이 것이다 ,22
3177,난민 받겠구먼 미국에 일방적인 통보 ,0
3178,가족이 걱정되면 미리 방법을 찾았어야지 한국에 와서 돈 벌면서 가족들 구해달라고 네 가족들이 공포 속에서 사는 것이 싫으면 귀국해서 싸우던가 ,1
3179,도대체 한국을 위해서 무엇을 했는지 모르겠네요 뭘 데리고 와 한국에 있는 애들도 문제는 가 있는데 뻘질 그만해라,1
3180,난민 수용해서 우리 돈 날릴 바엔 국가 유공자들이나 힘든 분한테 줘라 이게 뭐 하는 거냐 나라 어지럽게,0
3181,제발 받지 마 나라 망칠 일 있나,0
3182,이슬람교 극협,0
3183,저희 진보는 정우성 씨를 앞장세워 난민을 수용하고 정의롭고 선한 이미지를 위해 애써야 할 것입니다 MBC도 저희와 더불어 서로 상부상조해왔던 방송국으로써 긍정적인 보도 내용으로 방송해주시기 바랍니다 ,4
3184,,0
3185,왜 우린 중요한 시기마다 지도 자복이 왜 이리 지지리도 없는 민족인지 ,0
3186,차라리 미군이 떠날지언정 난 죽어도 아프간 사람들 입국 반대 ,1
3187,그들은 난민이 아닌 자기 나라를 버린 무능한 시민입니다 ,6
3188,너나 무식만 댓글 달지 마라,0
3189,이건 아니지 무식한 댓글 달지 마라 목숨이 장난이냐,1
3190,너도 미국 아니었으면 지금 일본 식민지 사람이야 ,0
3191,거기서 우리가 도움받았으면 그리고 우리에게 도움을 줬기 때문에 지금 그들의 생명이 위태로운 상황이라면 도와주는 게 도리인 거 같다 허준이 형이 그랬어 누군가 너희들에게 도움을 준 걸로 인해 그의 생명이 위협 당하는 상황이라면 님들이라면 어떻게 하겠음 나 몰랑 하면 되는 거임 도리는 지키자 안 그러면 천벌받는다,0
3192,난민 데려오는데 신 한국의 불법체류자 다 집아 보내야 합니다 ,0
3193,한국을 도운 자들은 세계의 눈 때문에 어쩔 수 없는 거고,1
3194,누가 됐든 무슬림 난민 반대 ,0
3195,저분들도 절박해서 저러는 거지 나도 수용은 반대지만 대놓고 혐오 발언은 하지 말자 일부 사람들 역겹네 카악 퉤 이명박 박근혜가 잘못 했다고 상관없는 재미교포들이 욕먹는 꼴 ,0
3196,우리나라는 북한 난민 받기도 벅차다,1
3197,차라리 미얀마를 도와줘라 무슬림은 자기들이 알아서 해라,1
3198,Eu 유럽 은 배 타고 온 난민들로 포화상태 큰 문제 아프간 난민 안 받기로 결정 미국에서 저질른 일 왜 작은 나라 한국한테 강요 땅 넓은 미국에 보내야 합니다 미국이 책임져야죠 아프가니스탄 중국 테러 문제 한국은 절대로 받지 말아야 합니다,2
3199,아니 우리 도와준 사람들 우리가 안 거두면 다음에 누가 우리 도와줄라 하누,0
3200,이슬람은 절대 반대다 악독한 인간들 이슬람이 많은 사람 죽였다,0
3201,그냥 난민은 사절,0
3202,또 우리 정부 착한척하네 근데 그 똥들은 국민들이 치우고 감당해야 할 텐데,1
3203,세계화를 떠들고 we are the world 노래 부르면서 우리는 타민족의 어려움을 외면하자고 딴 나라는 부작용을 몰라서 난민 수용하나 ,0
3204,안타까운 게 지금 탈레반 아닌 사람들 다 죽이려고 해서 당시에 한국에 협조한 아프간 사람들 목숨이 시간문제임 ,0
3205,오지 마,0
3206,말도 안 된다 우리가 가서 도운 거지 그 사람들이 우릴 도왔다고 웃기는 소리다 받으면 안 된다,0
3207,1세부터 5세까진 모르겠지만 시바 아프간 받으면 안 됨 치한 이 시파 갲같 더라 그냥 동물임 니미럴 천국은 쳐 가겠다고 종교는 믿고 하이고,0
3208,님들 제발 투표 잘합시다 ,0
3209,빨리 비행기 보냅시다,0
3210,국내 거주자들 체류자들만 신경 쓰세요,0
3211,남자는 거제 여자나 아이들을 도와줘야지,0
3212,정부는 국민들 눈속임으로 은근슬쩍 난민들을 수용하지 말라 ,0
3213,깔끔하게 그냥 받아라 무슨 핑계가 거창하노 협력자 기준은 어휴 제주도 난민 수용소 거제 포로수용소 미국이 까라면 까야 되는 현실 중구는 치도 봐야 되고 한국 식민지 에서 언제 벗어날까 해방하는 그날 술,0
3214,그럼 일본으로 보내면 되지 않을까 일본은 이미 자위대가 아프간 난민들 구출하고 있고 선진국으로써 국제사회에서 다른 국가 눈치를 많이 보는 일본만큼 난민 수용에 적합한 나라는 없지 물론 그 비용도 일본이 대야 하고 기대한다,0
3215,아 나 씨발 원래 사이버에서 욕 잘 안 쓰는데 진짜 그냥 넘어오면 가족 만나고싷어하는 아프간 난민들 만나게 해준 다음에 그냥 죽이자 저딴 걸 하는 꼴 보기도 싫어,0
3216,솔직히 미국 바이든 빨 수 있을 때 도와주는 게 좋지 2천만 달러 이상 납부 가능자는 받아주자 ,0
3217,한국 도운 아프간인은 뭐임 미국 요청으로 우리가 세금 1조 넘게 내서 아프간 지원하러 간 건데 그걸 도우면 한국을 도운 거임 아프간을 도우러 간 한국을 도운 아프간인들 돕는다 뭔 개 같은 노리지,0
3218,이슬람 받지 마라 협력자들이고 뭣이고 걔네 사상이 절대 받으면 안 되는 애들이야 지금 어떤 지역에도 이슬람 사원 기도원 짓는다고 그 마을 사람들 다 반대 중인데 엄청 시끄럽고 사회의 악인 신천지 애들이랑 묶어서 탈레반으로 다시 보내버려라 ,0
3219,그 나라 병원 학교 지어주고 월급 줬는데 무엇을 도와주었는지 말해주세요,1
3220,탈레반 집권하고 아프간 국민들에 안타까워하다가 과거 한국에 협력했던 분들 한정으로 난민 수용한다니 또 그건 안된다고들 하네 ,0
3221,저기 민주당 감당 안 되는 일은 하지 맙시다,0
3222,그냥 꺼지세요 검토는 무슨 개소리여 나도 지금 돈 없어서 신변의 위협 느끼는데 나도 도와주나 그럼,0
3223,저기 시위하는 곳 어디임 장난하나 양심 없고 뻔뻔하네,0
3224,아무 관계없는 무분별한 민간인 말고 우리 국익을 위해 협력 사업하다가 죽을 위기에 처해있으면 일단 받는 게 맞지 다는 아니어도 협력자 처자식 만이라도 받아주면 마음 놓고 정부군에 협력할 듯 그리고 받을 때 잠잠해지면 돌아가겠다는 서약도 받고 만약 안 받으면 우리나라는 통수 사례 생겨서 이제 다른 나라에 협력 같은 건 기대 못할 듯,0
3225,참 어럽습니다 엄마 배 속에서 태어나 어떤 아이는 미국에서 태어나 어떤 아이는 아프간에 태어나 지구에서 보면 다 똑같은 생명인데 말입니다 그 생명이 어디에서 태어나기에 따라 운명이 틀려지는 것 같더군요 개인적인 생각은 이 좁은 땅 거리에서 많은 인원인 못 받겠지만 그래도 그래도 어느 정도의 인원을 받아주는 것이 전 맞는다고 생각합니다 생명은 소중합니다 그 생명 운에 따라 부유한 나라 빈부의 나라 많은 인원은 아니지만 소수의 인원은 대한민국에서 포옹해주는 것 전 좋다고 생각합니다 생명은 소중합니다 환경도 소중합니다 우리나라 6 25를 생각하면서 ,1
3226,국가는 버려도 종교는 못 버리네 ,0
3227,독일 못 봤지 독일에 있는 시리아인들은 거기다 나라를 세웠더라 자기들끼리 경찰 만들고 독일법 안 지키고 이슬랍율법에는 여자는 사람이 아니라고 하는데 그들 인정할 수 있겠어요 아님 이제 한국을 이슬람 국가로 만들고 싶은 건가 히잡을 준비해야 하나,0
3228,어린아이는 받아줘도 국가를 위해 투쟁해야 할 젊은 청년들이나 장년들은 받아주면 안된다,0
3229,진짜 우리에게 도움 준 능력 있는 사람 100명 단위로 추려서만 데려와라 추가로 삼겹살 먹을 수 있어야 한다,0
3230,뭔 100명이냐 맨이야 지금 3명 데려올까 말까 고민하고 있는데,0
3231,아프가니스탄 여성 노인 어린이는 받아주더라도 그 외 절대로 안 됩니다 예전 제주도 예멘 사태 현대 대구 이슬람 사원 사건 들을 만들며 한국 정부를 곤란하게 빠뜨리고 있기 때문에 제한적인 허용을 진행하는 것이 바람직합니다 ,17
3232, 루리 애들 받아서 부모 없이 고아원 보낼 거임 부모 있는 순간 절대 개화 안됨 그리고 이미 생긴 게 다른데 자기 핏줄 따라가려 할 수도 있고 위험요소가 큼,0
3233, 이연 어릴 때부터 한국에서 키우고 자라고 하면 안 그러지 않을까요 저번에 아프가니스탄 공항 보니까 완전 신생아 수준으로 어린애들도 있던데 그렇게 어린애들은 아무것도 모르니깐 우리가 잘 길들이면 된다고 생각하는데 북한 중국 애들이 세뇌에 당하는 것처럼 우리는 좋은 방향으로 이끌면 모습만 이슬람이지 나중에 크면 그냥 한국인일 듯,0
3234,어린이도 안됨 결국 어른 돼서 알라후 아크바르 시정함,0
3235,그냥 일체 받아주면 안됨 뭐 하러 받아줌 님 집에서 재워줄 거임,1
3236,노인도 안 됨 종교적 색이 강해서 애들 물들임,1
3237,자 여러분 현재 이슬람 난민들을 받지 말자는 것에 대해 타당한 설들이 제시되고 있는데요 그에 비해 난민 수용을 찬성하는 분들은 인류애 도덕 등 이런 것 빼고 현실적으로 수용해야 하는 이유를 말씀해주세요 그리고 수용 후 어떻게 했으면 좋겠다는 대책도 제시를 부탁드려요 저와 같은 반대 측이 납득할 수 있게요 반대하는 분들이라고 인류애 없고 도덕 없는 분들 아닙니다 문제는 요즘 시국 내 가족 하나 보살피기도 빠듯한 상황이라는 겁니다 주위를 둘러보면 타국 난민도 불쌍하지만 더욱 소중한 우리나라 대한민국에도 불쌍한 분들이 많습니다 가령 예를 들자면 대한민국 영토를 위해 목숨 걸고 6 25참전하셨지만 아무런 대우하나 못 받으시는 분들 주위를 조금만 둘러보면 많습니다 그분들을 위해서 무엇을 하셨나요 그분들은 난민이 아닌가요 그분들을 위해 무언가를 해야겠다 다짐한 적 있는지 깊이 생각해보시길 바랍니다 ,0
3238,사람이라는 게 이득이 있으니 간 현지 사업에 참여하고 이득이 있으니 간 도움을 주지 않았을까 ,0
3239,이슬람 종교를 포기시키고 데려와라 이슬람 좃나 실어,0
3240,어이가 없네 자국에서 민주주의를 위해서 싸우는 게 맞지 차라리 미얀마인 받아줘라 싸우다가 도망치면 몰라도 자기 안위를 위해서 도망치는 것들 민주주의를 위해서 피도 안 흘린 것들이 남의 나라에서 와서 과실만 따먹으려고 하네,1
3241,로마에 가면 로마법을 따라야 ,0
3242,유럽 이슬람 여성은 전략적으로 아기만 낳고 일을 않습니다 아기 수당 나오는데 일할 필요 없고 동시에 이슬람 확장시키고 일석 2조가 되죠 여성은 계속 애만 낳고 아기 수당 받고 살아요 건강한 순환이 안되죠 ,15
3243,난민들 받으면 범죄국가 될 텐데 미국처럼 총기 소지할 수 있도록 하자,0
3244,난민을 받은 나라들 봐요 좋은 케이스 있나요 아마 없다고 생각합니다 우리나라가 난민까지 먹여 살려줄 능력 없음 의원이니 그런 부자 말고는,0
3245,염병하고 있네 아주 나라를 망치려고 작정하는구나 난민 들어와 봐,0
3246,이슬람이란 게 한번 증식되면 나라 망합니다 여러 예시들이 있죠,0
3247,종교 포기 각서를 받지 않는 이상 수용 거부해야 됩니다 쓸데없는 동정은 내부 갈등만 초래한다 그리고 그런 동정은 제발 국내에 있는 약자들에게 해달라 불행한 사람들 멀리 있지 않고 우리 주변에도 많다 ,0
3248,이슬람 전쟁과 학살이 끊이질 않고 만 종교의 의미가 있나 ,0
3249,정부 협력자만 미군 기지에 받는 거면 몰라도 기업 직원은 그냥 돈 벌려고 일한 거 아니냐,1
3250,임시로 받는 것도 반대 쟤들 받아주면 연락 끊고 도망가서 불제자 된다,0
3251,이슬람 난민 입국은 망국의 지름길 ,0
3252,헬 조선은 난민 받아야 된다,0
3253,터키 유럽도 시리아 난민 받고 개판 돼서 이번엔 안 받는다는데 왜 우리가 나라 버린 난민을 받아야 하나 난민 대부분이 무 이슬람 젊은 남자라 매,1
3254,예멘도 그랬는데,0
3255,난민 받으면 안 되는 이유 1 받게 되면 우리나라 법을 지키지 않을게 분명함 이슬람 애들은 이슬람 율법만 지킴 2 일자리 문제 무조건 정부는 난민 애들 몇 명을 일자리 구해줄 거다 그럴수록 우리 미래 아이들은 일자리를 잃어간다 3 돈 문제 난민이 돈을 들고 오는 것도 아니고 맨몸으로 온다 그 맨몸으로 오는 몇백 명 애들을 누구 돈으로 먹여살릴까 4 테러 문제 저기 중 몇 명은 텔레만 애들일 수도 있다 5 난민들 문제 여자아이 여자 어르신보다 건장하고 사지 멀쩡한 남자들만 수두룩하다 걔넨 어떤 사고 칠지 모른다,0
3256,절대 안 됩니다 절대로 죽음을 각오하고 결사반대,0
3257,한국을 돕긴 뭘 도와 자기들 밥벌이로 일한 거지 밀리자마자 대응도 없이 도망 나온 자들이,42
3258, bluewater 그 당시에는 난민협약이 없어 난민이라는 개념이 정의되지 않았기 때문에 지금의 기준으로 보면 사실상의 난민이라는 거죠 UN 난민협약 제1조 39 인종 종교 국적 특정 사회집단의 구성원 신분 또는 정치적 의견을 이유로 박해를 받을 우려가 있다는 충분한 근거가 있는 공포로 인하여 자신의 국적국 밖에 있는 자로서 국적국의 보호를 받을 수 없거나 또는 그러한 공포로 인하여 국적국의 보호를 받는 것을 원하지 아니하는 자 39 ,0
3259, Nathan Lee 그리고 이승만은 난민이 아니라 망명이었습니다,0
3260, Nathan Lee 저 사람들 독립운동하러 온 거 아닙니다 ,0
3261, bluewater 이승만과 같은 독립운동가들도 사실상 난민 신분이었습니다,0
3262, Kendrick Smith 부산이 외국이냐 ,1
3263,어쩌라고 너네가 총 들고 가서 싸워 미친놈들아 난 한국에 세금 내고 군 복무 마치고 생활했는데 너넨 뭔데 간이라도 때서 기증해라 한국 국민들한테 그럼 좀 생각이 달라지겠지,1
3264,너희들이 선택한 것에 대한 결과다 악으로 깡으로 버텨라 ,1
3265,난민은 국론 분열만 만든다 그냥 이슬람은 이슬람끼리 사는 게 맞다 지금도 이슬람 기도원 건설에 지역마다 다툼이 있고 이 나라에 맞지 않다 절대 다른 문화에 동화되지 않는 이슬람 그들로 국론 분열을 만들지 마라,0
3266,이를 남은 거르지,0
3267,한국이 마프 카니 스탄에서 총질했냐 총질도 안 했는데 뭔 목숨이 힘들어 그래도 너희가 해결해라,0
3268,이슬람 난민에게 중동의 파리로 불렸던 조국에서 쫓겨난 레바논 여성의 절규를 들어보세요 TXUtoz6UcaE ,0
3269,지금 아프간을 필사적으로 탈출하려는 자들 중에는 지난 10년간 미국이 준 돈을 착복하며 방탕한 케이스 도 많음 아프간 대신 미얀마 망명자 수용하겠다고 하자 미얀마는 언어문화 인종 적으로도 한국과 유사함,51
3270,그게 가능하려면 이번에 투표 잘해야 한다 좌 쪽 진영은 절대 안 돼,1
3271,아니 난민 지원할 돈으로 자국민이나 좀 챙겨라 진짜 희한한 정부야 자국민은 항상 뒷전이 누,0
3272,중국 쳐들어가라 그러더니 한국에 진출하게 생겼네,0
3273,대한민국에 협력했으면 기꺼이 받아들이자,0
3274,이슬람은 무조건 반대합니다 좋은 분들도 많지만 이슬람에서 테러가 나오기 때문에 믿을 수 없음 ,0
3275,,0
3276,개자식아 미국 요청하게 예전에도 일본은 그 나라에서 수백억 달라 벌어갔어 모르면 잠이나 처자 우리는 전투 아닌 의료 건설단 파병한 거고 우리가 도와준 거지 저것들이 도운 거니,0
3277,전 국민이 다 무슬림은 아닐 거 아니까 이슬람만 거르면 되는 거 아닌가요 알라신 하면은 받아준다던가 아예 난민 수용 안 했으면 하지만 정치하는 양반들 어떻게 무슨 결론을 낼지 모르니 정말로 제발 받아주더라도 이슬람만은 반드시 걸렀으면 좋겠습니다 국내 사이비들 상대하는 게 다 났겠네 그들은 테러라도 안 할 테니,0
3278, 막상 대한민국 전쟁 나면 일어나는 일 도쿄 뉴스 뉴스입니다 한국이 전쟁이 발발한지 3일이 지났는데요 수많은 한국 피난민들이 일본으로 오고 있다는 정보가 전해졌습니다 다기가 제 오요 온니가 보도합니다 일본 기자 저기요 나라가 전쟁이 낫는데 왜 일본으로 오셨어요 한국 피난민 일단 살아야죠 일본 기자 그런데 보니까 한국은 전쟁 터지기 전에 맨날 맨날 일본 집어삼키자니 한국이 군사강국이라 일본이 못 덤빈다느니 하며 마치 전쟁 나면 대한 국제국 세울거먀냥 설쳤는데 지금 갑자기 우디르 마냥 태세 전환하며 일본으로 오는 거 좀 이상하게 생각 안 하세요 한국 피난민 아 알고 보니 일본이 더 강하더라고요,0
3279,네 미래임 ,0
3280,또 말장난이지 한국 현역 업체인 뷰는 들이겠다고 하여간 정치인들 새끼는 말만 쫀다 번 찌르르해,0
3281,30년 안에 무하메드 철이 압둘 자바 밀애 이 꼴 난다,1
3282,난민ᆢ ,0
3283,우리나라를 도운 아프간인은 구출하여도,0
3284,그냥 난민이 아니고 이슬람 난민이라 결사반대입니다,0
3285,따지고 보면 중국이 우리가 대신 흘린 핏값 나 몰라라 했으면 독립은 힘들었지 일본 패망이 다가올 때 한반도를 일본의 영토로 할지 아니면 중국의 영토로 할지 하는 중에 그때 당시 중국 국민당 수반이 한반도 독립해야 한다고 함 그런 이유로 일본이 망한 이후 우리가 신탁 동치가 있었지만 결국엔 독립이 됨 저랬지만 나중에 국민당 대만으로 쫓겨가고 나서 공산당이 차지하고 625 때 중국이 북한 도운 건 엿 같긴 하다,0
3286,나라 버리고 도망치는 것들은 도와주지 말지 지킬 의욕도 없는 국가 뭐 하러 도와줘 미얀마를 도와야지,0
3287,이슬람 종교에 목매고 우리나라 괴롭힐 거면 너희도 돌아가라 우리도 괴롭다,0
3288,집회 금지 위반 방역지침 위반 법도 안 지키는 것들을 더 데리고 온다고 ,0
3289,,0
3290,받지 마십시오,0
3291,제목대로 협력자만 수용했으면 좋겠음,0
3292,코로나 시국에 누굴 받아 겨 자폭이가 내년에 대선이 처신 잘해라,0
3293,이슬람교 그냥 거부감 든다,0
3294,남의 나라 불쌍하게 여기기 전에 자국민 상황이나 챙겨라 남의 나라에 사는 사람들은 말도 안 되는 거 요구하지 마라 그렇게 필요하면 너네가 가서 도와주던가,0
3295,내년에 대선이다 판단 잘해라 국민이 난민 도움 반대한다 체류 연장 반대,0
3296,얘네들도 어이없는 게 자기네들은 희생하기 싫어하면서 다른 사람한테 희생만 강요하고 있네 너무 이기적인 거 아냐 ,0
3297,지금 내고 있는 세금도 버거운데 하고 있네,0
3298,탈북자도 받아야 하고 미얀마 난민도 제한적으로 받고 있는 걸로 아는데 것들 그만해 고 시국에 내 코가 석자인데 뭘 자꾸 도우래 재난지원금 신청도 죄다 까놓고 안 주면서,0
3299,20대부터 구제 좀 요 우리한테 지원을 해 1발,1
3300,,0
3301,아니 도와준다면 아프가니스탄을 먼저 도와주는 게 아니라 미얀마부터 도와줘야 되는 거 아니냐 ,0
3302,개소리 마라 국내에 있는 아프간인들도 추방시키고 싶다 지금 당장 안타깝다고 밭이 주면 나중에 분명 후회하게 될 거다,0
3303,우리도 전쟁 중입니다 난민은 에요,1
3304,한국 협력자까지는 ok인 정인데 진짜 난민은 받지 마라,0
3305,아프간 난민들 노력하지 않는 군대를 보았을 때 들어오면 노력하지 않을 것 같다 절대 반대다 우리나라는 땅 좁다 더 이상 우리나라에 들어오는 거 반대다 미국 땅 넓은데 왜 우리나라 땅도 좁은 곳에 오려고 하나 그리고 아프간 사람 시위하는데 너도 너 내 나라 가라 짜증 난다 우리나라 사람들이 얼마나 노력하면서 사는데 보아라 우리 땅 좁다 시위하는 너도 너희 나라 가서 싸워라 나라 아직히로 떠나라 살고 있는 사람이 많아 아파트 보아라 다른 나라 사람들이 아파트를 보고 새집이라 하는 소리 들었다 제발 우리나라에서 떠나라 가서 노력하면서 싸워 우리나라 시위하는데 넌 너희 나라 가서 시위해야 한다 젊은 사람이 나라를 지켜야지,0
3306,스스로 지킬 생각은 없고 도와달라고만 하나요 자국민도 죄다 도망가는 상황에 난민 받아들이는 것도 반대요 ,1
3307,협력 사업이 아니라 우리 돈 수조원으로 재건사업해줬는데 돈 받고 일한 걸 자기들이 도왔다는 거임,3
3308,가족까지 보태면 수천 명 만명 넘을 수도,0
3309,,0
3310,우리나라에 협력한 사람들은 당연히 데려와야죠 아프간에 두면 죽을 텐데 이 사람들 구조 안 하면 앞으로 한국에 협력할 외국 현지인들을 구하기는 불가능해질 거예요,0
3311,K 해줘 깨달았구나 너네도 ,1
3312,전쟁을 도와준 것도 아니고 그냥 일했던 걸로 돕다가 아니라 고용 관계였을 뿐이잖아,26
3313,미얀마는 싸우는데 도와달라고 하는데 저 나라 사람들은 나라도내팽게치고도움만바란다,0
3314,난민 반대 안 그래도 살기 힘든데 난민 받아서 세금 헛돈 쓰지 마 좀,0
3315,미국 911테러 때처럼 조만간 우리나라도 비행기 테러 맞고 롯데타워 무너지는 거 보는 거야,0
3316,무지성 난민 수용은 안될 일이지만 한국 협력자들은 수용해야 함 한국 협력자들을 아프간에 남기면 탈레반한테 참수당할 것이 뻔함 지금 아프간 협력자들을 구하면 미래에 외국에서 사업하거나 공사를 내는 등의 상황에서 우리나라의 이미지를 높이는 사례가 될 것임 ,0
3317,한국을 도운 사람은 데려와야지,0
3318,한국에 협조한 난민들은 국내로 들어와도 된다 그들은 언젠가 돌아가서 다시 한국을 위해 일할 사람들이고 그런 믿음을 줘야 한국 더욱 믿고 한국을 위해서 일할 사람들이 많을 것이다 ,0
3319, 거란 부침 바삭한 외국과 함께 했거나 도왔다는 이유로 탈레반한테 참수당할 것이 분명한데 그걸 방치하면 안 되죠 그 사람들은 앞으론 다신 아프간에서 살 수 없어요 ,1
3320,그래 근데 안 가고 대대손손 눌러 앉아 무슬림 정치세력화하면,0
3321,정 모씨 연예인이 받으면 되겠네 껄껄,0
3322,이건 앞장서서 받겠다고 하면 흑우 잡히는 거지,1
3323,굳이 도와줘야 된다면 한국으로 데려오지 말고 무슬림 국가와 협의를 해서 무슬림 국가에 안착시키는 걸 도와줘라,0
3324,우리나라에 돈 벌러 온 건데 도와주기까지 하라고 ,1
3325,미국이 도와줄 때는 놀고먹고 하더니 망하니까 살려고 움직이는데 시간 지나면 또 안전한 줄 알고 놀고먹고 하면서 다닐 거 같네요,0
3326,근데 지금 발생한 아프간 난민들은 대부분 탈레반 치하의 이슬람 규율이 싫어서 떠나는 것 아님 종교가 아니더라도 코로나 확산이랑 난민 구제 비용 때문에라도 받는 건 아닌 듯 딱 난민협약에 명시된 만큼만 받아도 문제 안됨,0
3327,아무리 글로벌 시대라지만 정부 협력자가 아닌 사람까지 우리가 구해야 하나이기적일지라도 자국 국민부터 챙겨야지 심지어 지금 코로나로 경제도 힘들고 여행이나 해외 가는 것도 솔직히 힘들고 꺼려지는 상황에 난민까지 받는 건 아니다 우리가 난민 받을 정도로 선진국은 아닌 거 같다 수용하겠다는 나라로 보내자 ,0
3328,아니 무슨 발전하려고 노력을 안 하니 점령된 건데 이제 와서 개소리하네,0
3329,한국인들을 도와준 협력자들은 반드시 데려와야 합니다 앞으로 우리나라가 외국에 나가서 활동하려면 데려와야 합니다,1
3330,한국을 도왔다고 수용 검토하는 게 웬 말이냐 우리가 아프간을 도왔던 거지,0
3331, 성 이름 진짜 희한한 놈이네 검토할 일도 없을 거 같으면 왜 글을 그따위로 쓰나 미친놈이나,0
3332, 휴대폰 디죠 뉴스 내용이 그 내용입니다 아재요 정부에서 시발 죽을 일도 없는 애들 수용하는 걸 검토하겠음 ,0
3333, 성 이름 못 알아먹는 게 아니라 별로 상관없도 없는 말을 뭐더러 쓰나 탈레반이 서방하고 일한 놈들 죽이는 걸 뉴스 내용이랑 상관없는데 뭐더러 거 씀 희한한 놈이네 ,0
3334, 휴대폰 디죠 아 진짜 대단하다 국어 8등급 그 관점 그 개념이 아니라고 이 양반아 위에 친절하게 바꿔써줬는데도 못 알아먹으면 진짜 난독 에반데 탈레반 입장에선 그냥 서방 측이랑 같이 일한 놈들은 다 부역자라 죽인다고 ,0
3335, 성 이름 뭐라는 거야 한국을 도와준 아프간 난민 수용한다잖아 바보야 우리가 아프간을 도와준 거지 아프간인 이 한국에 협력해줬다고 수용하는 건 아니지 우리 세금이 아프간에 들어간 게 얼만데 ,0
3336,북조선 좋아하는 mbc 북조선이 저 꼭라 지였지,0
